task_uid,assigned_resource_ids,task_start,task_end,resource_intervals,planned_task_start,planned_task_end
WO108551-10,[93],138810.0,139050.0,"[[[138810.0,139050.0]]]",2024-12-02 09:30:00,2024-12-02 13:30:00
WO116227-10,[101],510.0,540.0,"[[[510.0,540.0]]]",2024-08-28 08:30:00,2024-08-28 09:00:00
WO116227-20,[71],540.0,570.0,"[[[540.0,570.0]]]",2024-08-28 09:00:00,2024-08-28 09:30:00
WO116227-40,[65],460.0,603.0,"[[[460.0,603.0]]]",2024-08-28 07:40:00,2024-08-28 10:03:00
WO118375-10,[69],19110.0,20649.0,"[[[19110.0,19635.0],[20550.0,20649.0]]]",2024-09-10 06:30:00,2024-09-11 08:09:00
WO118375-20,[69],20649.0,20686.0,"[[[20649.0,20686.0]]]",2024-09-11 08:09:00,2024-09-11 08:46:00
WO120174-10,[107],10963.0,10993.0,"[[[10963.0,10993.0]]]",2024-09-04 14:43:00,2024-09-04 15:13:00
WO120255-10,[244],301350.0,333435.0,"[[[301350.0,301875.0],[302790.0,303315.0],[304230.0,304755.0],[305670.0,305985.0],[309990.0,310252.0],[311430.0,311692.0],[312870.0,313132.0],[314310.0,314572.0],[315750.0,315907.0],[320070.0,320595.0],[321510.0,322035.0],[322950.0,323475.0],[324390.0,324915.0],[325830.0,326145.0],[330150.0,330675.0],[331590.0,332115.0],[333030.0,333435.0]]]",2025-03-25 06:30:00,2025-04-16 13:15:00
WO120413-10,[62],85350.0,85782.0,"[[[85350.0,85782.0]]]",2024-10-26 06:30:00,2024-10-26 13:42:00
WO120413-20,[244],249748.0,250000.0,"[[[249748.0,250000.0]]]",2025-02-17 10:28:00,2025-02-17 14:40:00
WO120434-10,[23],82470.0,84062.0,"[[[82470.0,82995.0],[83910.0,84062.0]]]",2024-10-24 06:30:00,2024-10-25 09:02:00
WO120450-10,[103],64050.0,81039.0,"[[[64050.0,64065.0],[78150.0,78675.0],[79590.0,80115.0],[81030.0,81039.0]]]",2024-10-11 11:30:00,2024-10-23 06:39:00
WO120483-10,[244],490.0,520.0,"[[[490.0,520.0]]]",2024-08-28 08:10:00,2024-08-28 08:40:00
WO121342-10,[107],420.0,450.0,"[[[420.0,450.0]]]",2024-08-28 07:00:00,2024-08-28 07:30:00
WO121505-10,[103],88230.0,103097.0,"[[[88230.0,88755.0],[89670.0,90195.0],[91110.0,91635.0],[92550.0,93075.0],[93990.0,94305.0],[98310.0,98835.0],[99750.0,100275.0],[101190.0,101715.0],[102630.0,103097.0]]]",2024-10-28 06:30:00,2024-11-07 14:17:00
WO121505-20,[80],104070.0,114312.0,"[[[104070.0,104385.0],[108390.0,108915.0],[109830.0,110355.0],[111270.0,111795.0],[112710.0,113235.0],[114150.0,114312.0]]]",2024-11-08 06:30:00,2024-11-15 09:12:00
WO121505-30,[80],118470.0,120022.0,"[[[118470.0,118995.0],[119910.0,120022.0]]]",2024-11-18 06:30:00,2024-11-19 08:22:00
WO122639-10,[192],47910.0,53682.0,"[[[47910.0,48435.0],[49350.0,49875.0],[50790.0,51315.0],[52230.0,52755.0],[53670.0,53682.0]]]",2024-09-30 06:30:00,2024-10-04 06:42:00
WO122640-10,[62],85782.0,88672.0,"[[[85782.0,85995.0],[88230.0,88672.0]]]",2024-10-26 13:42:00,2024-10-28 13:52:00
WO122640-20,[79],89670.0,99796.0,"[[[89670.0,90195.0],[91110.0,91635.0],[92550.0,93075.0],[93990.0,94305.0],[98310.0,98835.0],[99750.0,99796.0]]]",2024-10-29 06:30:00,2024-11-05 07:16:00
WO122777-10,[244],2050.0,2151.0,"[[[2050.0,2151.0]]]",2024-08-29 10:10:00,2024-08-29 11:51:00
WO122780-10,[173],690.0,720.0,"[[[690.0,720.0]]]",2024-08-28 11:30:00,2024-08-28 12:00:00
WO123599-10,[78],7757.0,9511.0,"[[[7757.0,8115.0],[9030.0,9511.0]]]",2024-09-02 09:17:00,2024-09-03 14:31:00
WO123608-10,[191],758.76,788.57,"[[[758.76,788.57]]]",2024-08-28 12:38:45.6,2024-08-28 13:08:34.2
WO123609-10,[62],93185.0,94260.0,"[[[93185.0,93195.0],[93990.0,94260.0]]]",2024-10-31 17:05:00,2024-11-01 11:00:00
WO123609-20,[214],98310.0,99790.0,"[[[98310.0,98835.0],[99750.0,99790.0]]]",2024-11-04 06:30:00,2024-11-05 07:10:00
WO123730-10,[173],32100.0,32130.0,"[[[32100.0,32130.0]]]",2024-09-19 07:00:00,2024-09-19 07:30:00
WO123767-10,[270],32070.0,32100.0,"[[[32070.0,32100.0]]]",2024-09-19 06:30:00,2024-09-19 07:00:00
WO123914-10,[244],420.0,450.0,"[[[420.0,450.0]]]",2024-08-28 07:00:00,2024-08-28 07:30:00
WO124277-10,[114],3330.0,3360.0,"[[[3330.0,3360.0]]]",2024-08-30 07:30:00,2024-08-30 08:00:00
WO124277-20,[114],3360.0,3400.0,"[[[3360.0,3400.0]]]",2024-08-30 08:00:00,2024-08-30 08:40:00
WO124277-30,[114],3400.0,3440.0,"[[[3400.0,3440.0]]]",2024-08-30 08:40:00,2024-08-30 09:20:00
WO124277-40,[191],7590.0,7938.0,"[[[7590.0,7938.0]]]",2024-09-02 06:30:00,2024-09-02 12:18:00
WO124278-30,[114],3440.0,3480.0,"[[[3440.0,3480.0]]]",2024-08-30 09:20:00,2024-08-30 10:00:00
WO124278-40,[271],7590.0,8106.0,"[[[7590.0,8106.0]]]",2024-09-02 06:30:00,2024-09-02 15:06:00
WO124279-30,[114],3480.0,3560.0,"[[[3480.0,3560.0]]]",2024-08-30 10:00:00,2024-08-30 11:20:00
WO124279-40,[79],7590.0,10642.0,"[[[7590.0,8115.0],[9030.0,9555.0],[10470.0,10642.0]]]",2024-09-02 06:30:00,2024-09-04 09:22:00
WO124280-30,[114],3560.0,3590.0,"[[[3560.0,3590.0]]]",2024-08-30 11:20:00,2024-08-30 11:50:00
WO124280-40,[78],7590.0,7757.0,"[[[7590.0,7757.0]]]",2024-09-02 06:30:00,2024-09-02 09:17:00
WO124281-10,[101],690.0,720.0,"[[[690.0,720.0]]]",2024-08-28 11:30:00,2024-08-28 12:00:00
WO124282-10,[173],720.0,750.0,"[[[720.0,750.0]]]",2024-08-28 12:00:00,2024-08-28 12:30:00
WO124796-10,[147],20856.0,21045.0,"[[[20856.0,21045.0]]]",2024-09-11 11:36:00,2024-09-11 14:45:00
WO124878-30,[211],390.0,7909.0,"[[[390.0,915.0],[1830.0,2355.0],[3270.0,3585.0],[7590.0,7909.0]]]",2024-08-28 06:30:00,2024-09-02 11:49:00
WO124878-40,[78],10830.0,27868.0,"[[[10830.0,10995.0],[11910.0,12435.0],[13350.0,13665.0],[17670.0,18195.0],[19110.0,19635.0],[20550.0,21075.0],[21990.0,22515.0],[23430.0,23745.0],[27750.0,27868.0]]]",2024-09-04 12:30:00,2024-09-16 08:28:00
WO124893-10,[19],69510.0,88251.0,"[[[69510.0,69825.0],[70950.0,71265.0],[72390.0,72705.0],[73830.0,74019.0],[78150.0,78675.0],[79590.0,80115.0],[81030.0,81555.0],[82470.0,82995.0],[83910.0,84225.0],[88230.0,88251.0]]]",2024-10-15 06:30:00,2024-10-28 06:51:00
WO124894-10,[244],225030.0,239698.0,"[[[225030.0,225345.0],[229350.0,229875.0],[230790.0,231315.0],[232230.0,232755.0],[233670.0,234195.0],[235110.0,235425.0],[239430.0,239698.0]]]",2025-01-31 06:30:00,2025-02-10 10:58:00
WO124907-20,[93],52389.95,52589.95,"[[[52389.95,52589.95]]]",2024-10-03 09:09:57,2024-10-03 12:29:57
WO124913-10,[223],69510.0,78516.0,"[[[69510.0,69825.0],[70950.0,71265.0],[72390.0,72705.0],[73830.0,74019.0],[78150.0,78516.0]]]",2024-10-15 06:30:00,2024-10-21 12:36:00
WO124914-10,[123],3555.0,10889.9,"[[[3555.0,3585.0],[7590.0,8115.0],[9030.0,9555.0],[10470.0,10889.9]]]",2024-08-30 11:15:00,2024-09-04 13:29:54
WO124915-10,[19],50790.0,68290.0,"[[[50790.0,51315.0],[52230.0,52755.0],[53670.0,53985.0],[57990.0,58515.0],[59430.0,59955.0],[60870.0,61395.0],[62310.0,62835.0],[63750.0,64065.0],[68070.0,68290.0]]]",2024-10-02 06:30:00,2024-10-14 10:10:00
WO124916-10,[123],3375.0,3555.0,"[[[3375.0,3555.0]]]",2024-08-30 08:15:00,2024-08-30 11:15:00
WO124917-10,[37],390.0,570.0,"[[[390.0,570.0]]]",2024-08-28 06:30:00,2024-08-28 09:30:00
WO124924-10,[37],570.0,690.0,"[[[570.0,690.0]]]",2024-08-28 09:30:00,2024-08-28 11:30:00
WO124925-10,[59],7770.0,7800.0,"[[[7770.0,7800.0]]]",2024-09-02 09:30:00,2024-09-02 10:00:00
WO124925-20,[93],27870.0,30700.0,"[[[27870.0,28275.0],[29190.0,29715.0],[30630.0,30700.0]]]",2024-09-16 08:30:00,2024-09-18 07:40:00
WO124926-10,[38],20550.0,22442.0,"[[[20550.0,21075.0],[21990.0,22442.0]]]",2024-09-11 06:30:00,2024-09-12 14:02:00
WO124926-20,[93],22442.0,22502.0,"[[[22442.0,22502.0]]]",2024-09-12 14:02:00,2024-09-12 15:02:00
WO124927-10,[103],19110.0,22310.0,"[[[19110.0,19635.0],[20550.0,21075.0],[21990.0,22310.0]]]",2024-09-10 06:30:00,2024-09-12 11:50:00
WO124927-20,[93],22310.0,22430.0,"[[[22310.0,22430.0]]]",2024-09-12 11:50:00,2024-09-12 13:50:00
WO124935-10,[173],29190.0,31123.0,"[[[29190.0,29715.0],[30630.0,31123.0]]]",2024-09-17 06:30:00,2024-09-18 14:43:00
WO124936-10,[270],3315.0,3375.0,"[[[3315.0,3375.0]]]",2024-08-30 07:15:00,2024-08-30 08:15:00
WO124938-10,[117],10470.0,13475.0,"[[[10470.0,10995.0],[11910.0,12435.0],[13350.0,13475.0]]]",2024-09-04 06:30:00,2024-09-06 08:35:00
WO124939-10,[30],544.0,735.0,"[[[544.0,735.0]]]",2024-08-28 09:04:00,2024-08-28 12:15:00
WO124939-20,[93],2073.0,2192.73,"[[[2073.0,2192.73]]]",2024-08-29 10:33:00,2024-08-29 12:32:43.8
WO124940-10,[30],450.0,544.0,"[[[450.0,544.0]]]",2024-08-28 07:30:00,2024-08-28 09:04:00
WO124940-20,[93],1910.0,2029.73,"[[[1910.0,2029.73]]]",2024-08-29 07:50:00,2024-08-29 09:49:43.8
WO124941-10,[243],430.0,460.0,"[[[430.0,460.0]]]",2024-08-28 07:10:00,2024-08-28 07:40:00
WO124941-20,[93],775.0,894.7,"[[[775.0,894.7]]]",2024-08-28 12:55:00,2024-08-28 14:54:42
WO124942-10,[162],633.0,8068.0,"[[[633.0,915.0],[1830.0,2355.0],[3270.0,3585.0],[7590.0,8068.0]]]",2024-08-28 10:33:00,2024-09-02 14:28:00
WO124942-20,[93],9030.0,9150.0,"[[[9030.0,9150.0]]]",2024-09-03 06:30:00,2024-09-03 08:30:00
WO124943-10,[174],867.0,4852.0,"[[[867.0,1035.0],[1830.0,2475.0],[3270.0,3915.0],[4710.0,4852.0]]]",2024-08-28 14:27:00,2024-08-31 08:52:00
WO124943-20,[93],7943.0,8063.0,"[[[7943.0,8063.0]]]",2024-09-02 12:23:00,2024-09-02 14:23:00
WO124945-10,[162],420.0,605.0,"[[[420.0,605.0]]]",2024-08-28 07:00:00,2024-08-28 10:05:00
WO124946-10,[59],448.0,633.0,"[[[448.0,633.0]]]",2024-08-28 07:28:00,2024-08-28 10:33:00
WO125034-10,[101],3450.0,7770.0,"[[[3450.0,3585.0],[7590.0,7770.0]]]",2024-08-30 09:30:00,2024-09-02 09:30:00
WO125036-20,[65],11910.0,17910.0,"[[[11910.0,12435.0],[13350.0,13665.0],[17670.0,17910.0]]]",2024-09-05 06:30:00,2024-09-09 10:30:00
WO125036-30,[79],17910.0,18090.0,"[[[17910.0,18090.0]]]",2024-09-09 10:30:00,2024-09-09 13:30:00
WO125060-10,[270],7590.0,8040.0,"[[[7590.0,8040.0]]]",2024-09-02 06:30:00,2024-09-02 14:00:00
WO125061-10,[101],7770.0,8070.0,"[[[7770.0,8070.0]]]",2024-09-02 09:30:00,2024-09-02 14:30:00
WO125062-20,[67],10734.0,20981.0,"[[[10734.0,10995.0],[11910.0,12435.0],[13350.0,13665.0],[17670.0,18195.0],[19110.0,19635.0],[20550.0,20981.0]]]",2024-09-04 10:54:00,2024-09-11 13:41:00
WO125062-30,[114],21600.0,22320.0,"[[[21600.0,22320.0]]]",2024-09-12 00:00:00,2024-09-12 12:00:00
WO125062-40,[114],22320.0,22470.0,"[[[22320.0,22470.0]]]",2024-09-12 12:00:00,2024-09-12 14:30:00
WO125062-50,[79],23430.0,28155.0,"[[[23430.0,23745.0],[27750.0,28155.0]]]",2024-09-13 06:30:00,2024-09-16 13:15:00
WO125064-20,[69],10485.0,10845.0,"[[[10485.0,10845.0]]]",2024-09-04 06:45:00,2024-09-04 12:45:00
WO125076-10,[173],3300.0,3480.0,"[[[3300.0,3480.0]]]",2024-08-30 07:00:00,2024-08-30 10:00:00
WO125081-10,[101],3270.0,3450.0,"[[[3270.0,3450.0]]]",2024-08-30 06:30:00,2024-08-30 09:30:00
WO125089-10,[174],84450.0,88628.0,"[[[84450.0,84555.0],[85350.0,85995.0],[88230.0,88628.0]]]",2024-10-25 15:30:00,2024-10-28 13:08:00
WO125089-20,[93],134400.0,134500.0,"[[[134400.0,134500.0]]]",2024-11-29 08:00:00,2024-11-29 09:40:00
WO125155-10,[213],390.0,519.0,"[[[390.0,519.0]]]",2024-08-28 06:30:00,2024-08-28 08:39:00
WO125360-10,[117],232230.0,249696.0,"[[[232230.0,232755.0],[233670.0,234195.0],[235110.0,235425.0],[239430.0,239745.0],[240870.0,241185.0],[242310.0,242625.0],[243750.0,244065.0],[245190.0,245379.0],[249510.0,249696.0]]]",2025-02-05 06:30:00,2025-02-17 09:36:00
WO125361-10,[19],225030.0,231275.0,"[[[225030.0,225345.0],[229350.0,229875.0],[230790.0,231275.0]]]",2025-01-31 06:30:00,2025-02-04 14:35:00
WO125370-10,[223],82470.0,82970.0,"[[[82470.0,82970.0]]]",2024-10-24 06:30:00,2024-10-24 14:50:00
WO125377-10,[223],19209.88,19449.88,"[[[19209.88,19449.88]]]",2024-09-10 08:09:52.8,2024-09-10 12:09:52.8
WO125382-20,[93],81245.0,81275.0,"[[[81245.0,81275.0]]]",2024-10-23 10:05:00,2024-10-23 10:35:00
WO125386-10,[117],510.0,569.85,"[[[510.0,569.85]]]",2024-08-28 08:30:00,2024-08-28 09:29:51
WO125489-20,[93],81155.0,81185.0,"[[[81155.0,81185.0]]]",2024-10-23 08:35:00,2024-10-23 09:05:00
WO125490-20,[93],81185.0,81245.0,"[[[81185.0,81245.0]]]",2024-10-23 09:05:00,2024-10-23 10:05:00
WO125492-10,[101],19150.0,19209.88,"[[[19150.0,19209.88]]]",2024-09-10 07:10:00,2024-09-10 08:09:52.8
WO125681-10,[100],3270.0,49426.0,"[[[3270.0,3585.0],[7590.0,8115.0],[9030.0,9555.0],[10470.0,10995.0],[11910.0,12435.0],[13350.0,13665.0],[17670.0,18195.0],[19110.0,19635.0],[20550.0,21075.0],[21990.0,22515.0],[23430.0,23745.0],[27750.0,28275.0],[29190.0,29715.0],[30630.0,31155.0],[32070.0,32595.0],[33510.0,33825.0],[40710.0,41235.0],[42150.0,42675.0],[43590.0,43905.0],[47910.0,48435.0],[49350.0,49426.0]]]",2024-08-30 06:30:00,2024-10-01 07:46:00
WO125924-10,[101],660.0,690.0,"[[[660.0,690.0]]]",2024-08-28 11:00:00,2024-08-28 11:30:00
WO125934-10,[101],630.0,660.0,"[[[630.0,660.0]]]",2024-08-28 10:30:00,2024-08-28 11:00:00
WO125935-10,[19],2016.0,2283.0,"[[[2016.0,2283.0]]]",2024-08-29 09:36:00,2024-08-29 14:03:00
WO125936-10,[101],600.0,630.0,"[[[600.0,630.0]]]",2024-08-28 10:00:00,2024-08-28 10:30:00
WO125940-10,[173],600.0,630.0,"[[[600.0,630.0]]]",2024-08-28 10:00:00,2024-08-28 10:30:00
WO125948-10,[101],570.0,600.0,"[[[570.0,600.0]]]",2024-08-28 09:30:00,2024-08-28 10:00:00
WO126095-10,[173],630.0,690.0,"[[[630.0,690.0]]]",2024-08-28 10:30:00,2024-08-28 11:30:00
WO126151-10,[244],250950.0,300308.0,"[[[250950.0,251475.0],[252390.0,252915.0],[253830.0,254355.0],[255270.0,255585.0],[259590.0,260115.0],[261030.0,261555.0],[262470.0,262995.0],[263910.0,264435.0],[265350.0,265665.0],[269670.0,270195.0],[271110.0,271635.0],[272550.0,273075.0],[273990.0,274515.0],[275430.0,275745.0],[279750.0,280275.0],[281190.0,281715.0],[282630.0,283155.0],[284070.0,284595.0],[285510.0,285825.0],[289830.0,290355.0],[291270.0,291795.0],[292710.0,293235.0],[294150.0,294675.0],[295590.0,295905.0],[299910.0,300308.0]]]",2025-02-18 06:30:00,2025-03-24 13:08:00
WO126152-10,[19],232230.0,245365.0,"[[[232230.0,232755.0],[233670.0,234195.0],[235110.0,235425.0],[239430.0,239745.0],[240870.0,241185.0],[242310.0,242625.0],[243750.0,244065.0],[245190.0,245365.0]]]",2025-02-05 06:30:00,2025-02-14 09:25:00
WO126153-10,"[201,42,268,151,190]",11910.0,13918.5,"[[[11910.0,12555.0],[13350.0,13918.5]],[[11910.0,12435.0],[13350.0,13665.0]],[[11910.0,12435.0],[13350.0,13665.0]],[[11910.0,12435.0],[13350.0,13665.0]],[[11910.0,12555.0],[13350.0,13918.5]]]",2024-09-05 06:30:00,2024-09-06 15:58:30
WO126153-30,[24],1020.0,11700.0,"[[[1020.0,1740.0],[2460.0,3180.0],[3900.0,4620.0],[8220.0,8940.0],[9660.0,10380.0],[11100.0,11700.0]]]",2024-08-28 17:00:00,2024-09-05 03:00:00
WO126154-10,[173],19200.0,19230.0,"[[[19200.0,19230.0]]]",2024-09-10 08:00:00,2024-09-10 08:30:00
WO126155-10,[101],57990.0,58020.0,"[[[57990.0,58020.0]]]",2024-10-07 06:30:00,2024-10-07 07:00:00
WO126156-10,[173],19170.0,19200.0,"[[[19170.0,19200.0]]]",2024-09-10 07:30:00,2024-09-10 08:00:00
WO126160-10,[38],53721.0,53971.0,"[[[53721.0,53971.0]]]",2024-10-04 07:21:00,2024-10-04 11:31:00
WO126162-20,[68],12388.0,12433.0,"[[[12388.0,12433.0]]]",2024-09-05 14:28:00,2024-09-05 15:13:00
WO126166-10,[268],1830.0,1860.0,"[[[1830.0,1860.0]]]",2024-08-29 06:30:00,2024-08-29 07:00:00
WO126166-30,[114],4070.0,4100.0,"[[[4070.0,4100.0]]]",2024-08-30 19:50:00,2024-08-30 20:20:00
WO126166-40,[114],4100.0,4130.0,"[[[4100.0,4130.0]]]",2024-08-30 20:20:00,2024-08-30 20:50:00
WO126166-50,[73],7590.0,9870.0,"[[[7590.0,8550.0],[9030.0,9870.0]]]",2024-09-02 06:30:00,2024-09-03 20:30:00
WO126166-60,[73],10470.0,10970.0,"[[[10470.0,10970.0]]]",2024-09-04 06:30:00,2024-09-04 14:50:00
WO126174-30,[151],390.0,2085.0,"[[[390.0,915.0],[1830.0,2085.0]]]",2024-08-28 06:30:00,2024-08-29 10:45:00
WO126184-10,"[176,243,171]",1020.0,4258.0,"[[[1020.0,1740.0],[2460.0,3180.0],[3915.0,4258.0]],[[3903.0,4258.0]],[[1020.0,1740.0],[2460.0,3180.0],[3900.0,4258.0]]]",2024-08-28 17:00:00,2024-08-30 22:58:00
WO126184-20,[93],81275.0,81335.0,"[[[81275.0,81335.0]]]",2024-10-23 10:35:00,2024-10-23 11:35:00
WO126196-10,[36],299910.0,341695.0,"[[[299910.0,300435.0],[301350.0,301875.0],[302790.0,303315.0],[304230.0,304755.0],[305670.0,305985.0],[309990.0,310252.0],[311430.0,311692.0],[312870.0,313132.0],[314310.0,314572.0],[315750.0,315907.0],[320070.0,320595.0],[321510.0,322035.0],[322950.0,323475.0],[324390.0,324915.0],[325830.0,326145.0],[330150.0,330675.0],[331590.0,332115.0],[333030.0,333555.0],[334470.0,334995.0],[335910.0,336225.0],[340230.0,340755.0],[341670.0,341695.0]]]",2025-03-24 06:30:00,2025-04-22 06:55:00
WO126251-10,[270],19465.0,19495.0,"[[[19465.0,19495.0]]]",2024-09-10 12:25:00,2024-09-10 12:55:00
WO126252-10,[173],19333.0,19362.9,"[[[19333.0,19362.9]]]",2024-09-10 10:13:00,2024-09-10 10:42:54
WO126253-10,[173],19362.9,19507.9,"[[[19362.9,19507.9]]]",2024-09-10 10:42:54,2024-09-10 13:07:54
WO126254-10,[173],19260.0,19290.0,"[[[19260.0,19290.0]]]",2024-09-10 09:00:00,2024-09-10 09:30:00
WO126255-10,[173],52470.0,52500.0,"[[[52470.0,52500.0]]]",2024-10-03 10:30:00,2024-10-03 11:00:00
WO126256-10,[173],19507.9,19537.9,"[[[19507.9,19537.9]]]",2024-09-10 13:07:54,2024-09-10 13:37:54
WO126257-10,[270],19495.0,19525.0,"[[[19495.0,19525.0]]]",2024-09-10 12:55:00,2024-09-10 13:25:00
WO126258-10,[101],19459.88,19489.88,"[[[19459.88,19489.88]]]",2024-09-10 12:19:52.8,2024-09-10 12:49:52.8
WO126259-10,[101],19359.88,19389.88,"[[[19359.88,19389.88]]]",2024-09-10 10:39:52.8,2024-09-10 11:09:52.8
WO126260-10,[101],19389.88,19419.88,"[[[19389.88,19419.88]]]",2024-09-10 11:09:52.8,2024-09-10 11:39:52.8
WO126261-10,[101],19489.88,19519.88,"[[[19489.88,19519.88]]]",2024-09-10 12:49:52.8,2024-09-10 13:19:52.8
WO126262-10,[23],72390.0,78298.0,"[[[72390.0,72705.0],[73830.0,74019.0],[78150.0,78298.0]]]",2024-10-17 06:30:00,2024-10-21 08:58:00
WO126262-20,[244],78601.0,78631.0,"[[[78601.0,78631.0]]]",2024-10-21 14:01:00,2024-10-21 14:31:00
WO126263-10,[19],12319.0,12424.0,"[[[12319.0,12424.0]]]",2024-09-05 13:19:00,2024-09-05 15:04:00
WO126263-20,[93],81335.0,81365.0,"[[[81335.0,81365.0]]]",2024-10-23 11:35:00,2024-10-23 12:05:00
WO126264-10,[36],225030.0,249631.0,"[[[225030.0,225345.0],[229350.0,229875.0],[230790.0,231315.0],[232230.0,232755.0],[233670.0,234195.0],[235110.0,235425.0],[239430.0,239745.0],[240870.0,241185.0],[242310.0,242625.0],[243750.0,244065.0],[245190.0,245379.0],[249510.0,249631.0]]]",2025-01-31 06:30:00,2025-02-17 08:31:00
WO126265-10,[101],19419.88,19459.88,"[[[19419.88,19459.88]]]",2024-09-10 11:39:52.8,2024-09-10 12:19:52.8
WO126266-10,[244],12392.53,12422.47,"[[[12392.53,12422.47]]]",2024-09-05 14:32:31.8,2024-09-05 15:02:28.2
WO126289-10,[159],79656.0,79820.0,"[[[79656.0,79820.0]]]",2024-10-22 07:36:00,2024-10-22 10:20:00
WO126295-10,[38],70950.0,79656.0,"[[[70950.0,71265.0],[72390.0,72705.0],[73830.0,74019.0],[78150.0,78675.0],[79590.0,79656.0]]]",2024-10-16 06:30:00,2024-10-22 07:36:00
WO126300-10,[78],28107.0,28212.0,"[[[28107.0,28212.0]]]",2024-09-16 12:27:00,2024-09-16 14:12:00
WO126327-10,[101],19329.88,19359.88,"[[[19329.88,19359.88]]]",2024-09-10 10:09:52.8,2024-09-10 10:39:52.8
WO126346-10,[101],19299.88,19329.88,"[[[19299.88,19329.88]]]",2024-09-10 09:39:52.8,2024-09-10 10:09:52.8
WO126350-10,[101],19239.88,19269.88,"[[[19239.88,19269.88]]]",2024-09-10 08:39:52.8,2024-09-10 09:09:52.8
WO126351-10,[101],19269.88,19299.88,"[[[19269.88,19299.88]]]",2024-09-10 09:09:52.8,2024-09-10 09:39:52.8
WO126359-10,[187],47970.0,49683.0,"[[[47970.0,48435.0],[49350.0,49683.0]]]",2024-09-30 07:30:00,2024-10-01 12:03:00
WO126359-20,[80],50790.0,52470.0,"[[[50790.0,51315.0],[52230.0,52470.0]]]",2024-10-02 06:30:00,2024-10-03 10:30:00
WO126360-10,[101],19209.88,19239.88,"[[[19209.88,19239.88]]]",2024-09-10 08:09:52.8,2024-09-10 08:39:52.8
WO126363-10,[187],12379.0,12409.0,"[[[12379.0,12409.0]]]",2024-09-05 14:19:00,2024-09-05 14:49:00
WO126363-20,[80],17755.0,18006.0,"[[[17755.0,18006.0]]]",2024-09-09 07:55:00,2024-09-09 12:06:00
WO126365-10,[173],19230.0,19260.0,"[[[19230.0,19260.0]]]",2024-09-10 08:30:00,2024-09-10 09:00:00
WO126428-10,[243],8195.0,8225.0,"[[[8195.0,8225.0]]]",2024-09-02 16:35:00,2024-09-02 17:05:00
WO126435-20-1,[249],390.0,420.0,"[[[390.0,420.0]]]",2024-08-28 06:30:00,2024-08-28 07:00:00
WO126435-30-1,[233],420.0,450.0,"[[[420.0,450.0]]]",2024-08-28 07:00:00,2024-08-28 07:30:00
WO126494-10,[244],98310.0,133050.0,"[[[98310.0,98835.0],[99750.0,100275.0],[101190.0,101715.0],[102630.0,103155.0],[104070.0,104385.0],[108390.0,108915.0],[109830.0,110355.0],[111270.0,111795.0],[112710.0,113235.0],[114150.0,114465.0],[118470.0,118995.0],[119910.0,120435.0],[121350.0,121875.0],[122790.0,123315.0],[124230.0,124545.0],[128550.0,129075.0],[129990.0,130515.0],[131430.0,131955.0],[132870.0,133050.0]]]",2024-11-04 06:30:00,2024-11-28 09:30:00
WO126496-10,[270],8070.0,9045.0,"[[[8070.0,8115.0],[9030.0,9045.0]]]",2024-09-02 14:30:00,2024-09-03 06:45:00
WO126497-10,[150],22017.0,22506.0,"[[[22017.0,22506.0]]]",2024-09-12 06:57:00,2024-09-12 15:06:00
WO126498-10,[173],8059.0,8089.0,"[[[8059.0,8089.0]]]",2024-09-02 14:19:00,2024-09-02 14:49:00
WO126499-10,[101],9060.0,9090.0,"[[[9060.0,9090.0]]]",2024-09-03 07:00:00,2024-09-03 07:30:00
WO126500-10,[173],9060.0,9090.0,"[[[9060.0,9090.0]]]",2024-09-03 07:00:00,2024-09-03 07:30:00
WO126501-10,[270],9045.0,9075.0,"[[[9045.0,9075.0]]]",2024-09-03 06:45:00,2024-09-03 07:15:00
WO126502-10,[270],11950.0,12070.0,"[[[11950.0,12070.0]]]",2024-09-05 07:10:00,2024-09-05 09:10:00
WO126503-10,[101],8070.0,8100.0,"[[[8070.0,8100.0]]]",2024-09-02 14:30:00,2024-09-02 15:00:00
WO126504-10,[270],8040.0,8070.0,"[[[8040.0,8070.0]]]",2024-09-02 14:00:00,2024-09-02 14:30:00
WO126505-10,[173],8020.0,8049.69,"[[[8020.0,8049.69]]]",2024-09-02 13:40:00,2024-09-02 14:09:41.4
WO126519-10,[243],10965.0,11085.0,"[[[10965.0,11085.0]]]",2024-09-04 14:45:00,2024-09-04 16:45:00
WO126519-20,[93],11910.0,11950.0,"[[[11910.0,11950.0]]]",2024-09-05 06:30:00,2024-09-05 07:10:00
WO126521-20,[78],2162.0,2281.65,"[[[2162.0,2281.65]]]",2024-08-29 12:02:00,2024-08-29 14:01:39
WO126522-20,[69],10845.0,10965.0,"[[[10845.0,10965.0]]]",2024-09-04 12:45:00,2024-09-04 14:45:00
WO126530-10,[103],7841.0,8059.0,"[[[7841.0,8059.0]]]",2024-09-02 10:41:00,2024-09-02 14:19:00
WO126533-10,[173],19303.0,19333.0,"[[[19303.0,19333.0]]]",2024-09-10 09:43:00,2024-09-10 10:13:00
WO126534-10,[103],17955.0,18195.0,"[[[17955.0,18195.0]]]",2024-09-09 11:15:00,2024-09-09 15:15:00
WO126535-10,[103],550.0,627.79,"[[[550.0,627.79]]]",2024-08-28 09:10:00,2024-08-28 10:27:47.4
